Unnamed: 0,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
612,14,2,4,18,27,22,27,6,26,7,29,20,17,11,23,3,20,17,5,3,7,20,20,3,4,1,24,18,0
613,14,6,2,12,23,28,26,5,25,8,24,25,28,25,10,1,25,5,11,2,21,20,20,3,4,1,24,18,0
614,14,20,3,16,22,29,1,26,20,28,27,4,18,1,27,14,21,24,16,3,26,20,20,3,4,1,24,18,0
615,14,29,23,0,0,27,22,29,28,21,28,4,15,0,23,5,15,26,14,8,10,20,20,3,4,1,24,18,0
618,14,12,23,23,6,27,26,29,28,19,28,4,15,3,19,2,13,25,21,0,23,20,20,3,4,1,24,18,0
619,14,22,4,20,22,1,29,23,16,28,28,11,17,0,26,0,21,27,14,4,23,20,20,3,4,1,24,18,0
620,14,24,3,20,21,16,25,14,20,1,26,11,15,2,11,3,19,27,19,11,21,20,20,3,4,1,24,18,0
621,14,27,0,25,0,4,26,3,25,20,28,3,14,3,25,10,21,24,4,10,6,20,20,3,4,1,24,18,0
622,14,2,5,21,25,7,25,11,13,3,1,9,13,10,16,3,5,21,5,3,24,20,20,3,4,1,24,18,0
623,14,11,2,9,20,7,14,19,16,28,28,6,16,12,16,3,2,14,22,2,1,20,20,3,4,1,24,18,0
626,14,13,2,14,25,0,15,17,27,28,9,1,16,2,26,3,21,10,9,5,28,20,20,3,4,1,24,18,0
627,14,5,6,23,26,3,29,27,11,24,27,3,18,1,12,9,18,26,11,6,10,20,20,3,4,1,24,18,0
628,14,2,3,13,22,10,2,21,15,3,1,10,15,9,16,0,8,17,7,3,9,20,20,3,4,1,24,18,0
629,14,9,21,16,4,14,4,20,1,3,27,15,22,23,23,20,28,6,7,7,27,20,20,3,4,1,24,18,0
630,14,9,3,15,25,20,3,24,14,26,28,4,16,0,20,7,21,25,14,8,14,20,20,3,4,1,24,18,0
631,14,15,4,19,22,5,24,10,12,23,6,16,20,10,25,8,21,14,9,3,22,20,20,3,4,1,24,18,0
634,14,8,21,10,4,26,26,9,19,20,26,0,16,22,22,4,8,3,17,4,19,20,20,3,4,1,24,18,0
635,14,17,3,19,23,10,20,15,10,0,29,29,0,26,26,8,0,10,18,9,26,20,20,3,4,1,24,18,0
636,14,14,3,17,21,5,25,10,22,28,28,2,15,1,10,7,19,27,18,10,20,20,20,3,4,1,24,18,0
637,14,2,5,19,25,1,20,8,26,2,1,11,15,4,25,1,20,23,5,0,9,20,20,3,4,1,24,18,0
638,14,17,5,21,23,10,13,20,15,15,9,18,6,26,12,26,2,9,13,5,24,20,20,3,4,1,24,18,0
639,14,15,3,18,23,19,27,6,26,5,4,3,14,27,25,1,22,9,18,0,2,20,20,3,4,1,24,18,0
642,14,8,4,3,2,5,24,7,7,28,28,5,14,2,25,8,21,27,7,6,23,20,20,3,4,1,24,18,0
643,14,11,4,8,0,11,22,13,14,11,25,0,17,1,22,1,20,28,12,4,21,20,20,3,4,1,24,18,0
644,14,12,5,22,24,19,28,3,26,11,7,22,7,23,22,4,26,8,22,4,2,20,20,3,4,1,24,18,0
645,14,1,9,22,28,6,2,19,10,1,27,22,24,2,24,6,2,24,6,3,9,20,20,3,4,1,24,18,0
646,14,13,2,11,22,21,1,8,26,29,29,29,23,3,21,6,21,21,16,4,23,20,20,3,4,1,24,18,0
647,14,8,3,17,25,19,19,3,26,6,26,16,21,29,2,25,20,8,7,2,1,20,20,3,4,1,24,18,0
650,15,22,13,4,6,25,22,24,9,19,19,21,29,11,23,28,11,7,2,24,16,9,8,18,21,18,12,1,1
651,15,3,26,17,3,16,18,17,5,10,6,23,3,19,2,22,8,11,13,21,14,8,24,19,8,17,16,8,21
652,15,19,26,9,2,0,28,5,0,20,3,28,29,1,29,29,12,11,7,14,19,13,2,13,21,13,18,5,2
653,15,19,20,8,17,26,4,8,14,14,7,14,10,27,13,4,25,5,14,6,0,22,24,22,3,0,20,21,12
654,15,7,14,3,8,16,16,20,6,5,11,22,29,17,11,5,10,14,14,4,27,12,11,6,15,13,11,18,20
655,15,25,13,2,6,28,14,24,11,23,21,16,1,16,24,25,12,18,9,10,16,10,5,18,23,17,14,1,10
658,15,7,14,3,9,17,13,21,1,5,10,26,2,21,13,15,4,28,2,3,1,15,12,6,11,10,3,9,21
659,15,19,18,6,13,23,14,18,9,17,1,27,5,27,17,5,25,4,10,24,1,24,24,24,1,0,17,10,2
660,15,25,14,3,7,13,23,7,24,24,26,26,29,17,22,23,8,14,4,14,19,12,7,16,15,14,11,4,12
661,15,12,2,14,20,22,9,11,16,18,6,15,9,26,15,11,28,4,15,2,0,24,18,6,28,0,16,15,25
662,15,16,13,4,7,22,21,20,5,15,22,10,1,23,1,27,9,15,11,22,15,10,9,20,17,18,13,1,22
663,15,6,16,6,20,13,21,24,2,4,13,22,3,20,8,8,3,6,25,25,6,17,7,14,16,15,25,16,0
666,15,0,28,27,3,24,12,11,5,17,9,11,28,14,22,20,10,12,8,21,16,9,20,19,10,17,14,3,24
667,15,26,6,2,0,29,2,16,20,19,6,26,3,21,25,24,7,9,5,14,21,15,5,2,11,11,16,1,25
668,15,12,0,19,0,7,21,15,14,24,14,3,21,22,26,24,8,26,2,1,19,13,23,18,10,12,15,0,2
669,15,12,18,12,21,16,23,24,4,6,18,18,27,23,6,9,24,3,12,3,0,25,6,16,16,0,26,23,0
670,15,3,10,6,7,13,23,20,2,4,20,20,1,8,14,6,6,15,23,21,13,10,16,6,9,15,6,6,16
671,15,7,15,10,7,19,21,20,11,5,20,18,26,8,7,14,11,13,17,17,15,8,15,14,11,16,11,9,19
674,15,19,17,4,10,20,18,25,4,17,2,28,2,24,16,9,28,9,14,1,0,24,14,21,28,2,18,16,25
675,15,28,1,18,0,24,15,17,14,11,11,19,8,20,19,20,4,8,17,21,24,17,4,3,6,8,19,12,5
676,15,22,14,1,6,29,1,17,20,21,15,19,8,13,26,25,12,15,12,14,15,10,11,17,13,17,23,17,1
677,15,27,29,26,23,11,13,10,16,17,13,2,20,22,24,22,7,26,2,3,21,11,26,24,8,13,4,24,24
678,15,24,27,25,20,27,5,4,18,18,13,20,2,26,11,18,28,6,11,3,0,27,0,26,0,7,12,8,9
679,15,11,14,3,7,19,17,20,9,7,13,23,2,14,12,12,10,13,21,10,20,11,14,14,12,14,17,5,21
682,15,24,14,4,10,12,24,7,23,21,21,21,27,19,11,23,4,26,29,15,22,0,27,27,3,12,13,10,9
683,15,14,1,8,0,14,15,15,15,24,17,14,29,23,24,18,6,18,13,0,3,26,25,0,0,7,16,9,3
684,15,12,16,8,10,26,6,9,18,13,21,28,29,12,23,27,10,9,12,16,18,11,8,13,9,15,23,25,23
685,15,10,23,7,3,16,28,25,1,4,2,13,8,18,6,14,6,14,18,7,21,14,24,21,7,14,2,9,21
686,15,21,15,5,12,28,5,18,13,16,13,17,2,18,10,18,28,6,2,25,24,22,9,7,14,7,12,3,2
687,15,12,2,11,15,18,10,12,16,20,10,10,8,25,21,11,3,9,14,1,0,22,18,10,3,1,14,2,24
690,15,16,15,3,7,27,5,17,16,13,17,29,1,13,20,23,10,10,9,15,19,10,14,15,13,15,19,21,23
691,15,18,26,19,21,26,6,3,19,21,28,25,24,23,15,26,1,14,14,5,0,15,26,25,4,10,3,15,20
692,15,7,15,5,15,15,20,26,2,2,17,16,8,23,10,19,28,2,23,20,8,19,18,10,8,11,23,10,0
693,15,20,14,4,9,26,13,24,3,13,18,14,2,22,14,17,2,8,22,29,25,19,14,5,3,9,1,27,4
694,15,22,5,28,23,9,23,18,14,25,16,9,25,24,25,21,8,20,11,0,5,14,21,22,8,9,16,1,8
695,15,19,17,6,18,28,6,12,15,13,17,15,27,28,15,7,23,7,13,5,26,25,3,19,28,4,5,5,6
698,15,25,15,2,7,26,18,26,1,24,23,20,28,19,27,26,12,13,4,11,21,13,8,15,12,13,25,21,3
699,15,25,16,0,7,27,24,17,11,24,2,28,3,12,28,26,10,13,6,11,20,13,19,21,8,13,19,13,5
700,15,15,15,1,7,21,25,27,5,7,19,12,5,28,21,9,23,5,4,27,28,26,13,15,1,1,13,7,2
701,15,14,3,8,18,18,8,7,19,29,27,18,12,22,24,23,6,24,1,11,20,8,27,25,7,13,11,17,23
702,15,23,16,2,6,29,2,14,18,22,25,25,27,19,24,27,14,11,4,13,21,11,6,13,11,14,22,18,1
703,15,13,25,11,3,22,21,23,9,16,19,16,29,24,11,15,28,7,28,26,26,25,9,5,27,4,11,12,3
706,15,13,24,13,21,24,5,2,21,8,13,6,21,21,9,18,4,20,3,4,0,9,27,25,6,11,9,11,20
707,15,22,6,16,22,9,22,16,14,24,14,3,23,21,27,26,10,26,2,0,3,13,17,20,9,11,16,1,12
708,15,6,9,2,8,13,5,15,7,3,21,16,28,17,5,17,2,12,18,8,21,16,14,5,12,11,0,27,1
709,15,22,18,7,20,29,0,11,23,17,14,22,2,21,6,15,26,7,3,26,28,26,8,19,1,4,10,12,14
710,15,25,16,3,7,26,27,15,13,24,7,22,1,20,27,24,6,8,2,18,24,15,13,10,10,10,21,3,3
711,15,15,13,3,8,22,18,27,1,12,15,1,10,29,19,1,23,4,16,12,28,27,10,11,13,0,16,8,11
714,16,8,20,13,5,6,27,19,27,2,24,24,27,5,18,3,8,25,6,0,27,6,22,0,4,21,25,24,23
715,16,26,21,20,10,26,13,22,8,23,29,28,3,14,18,25,17,21,10,9,17,4,5,7,24,19,0,17,19
716,16,25,17,15,8,28,4,17,19,26,7,14,7,3,29,29,18,20,8,11,15,5,7,6,17,22,18,2,20
717,16,18,11,15,11,24,24,6,21,20,16,16,13,21,9,13,0,8,15,18,26,21,13,2,26,6,16,10,12
718,16,28,28,26,10,12,23,28,1,7,5,18,13,17,12,20,29,29,29,27,0,17,18,1,11,9,23,20,24
719,16,23,20,21,10,24,13,17,10,23,0,28,4,5,25,26,18,20,8,12,14,2,5,8,20,18,0,11,0
722,16,27,26,26,9,29,1,12,22,23,8,15,6,15,12,23,17,13,4,18,15,3,14,17,12,23,18,7,21
723,16,11,6,8,9,21,28,8,21,9,21,11,13,26,6,17,26,3,15,25,21,24,17,18,3,4,12,10,3
724,16,28,25,24,9,28,27,19,20,27,5,15,7,28,3,26,18,20,8,8,17,7,9,13,20,20,21,6,24
725,16,16,12,15,11,17,27,19,0,14,6,14,11,27,16,6,24,5,19,24,28,26,18,14,3,1,14,5,1
726,16,1,6,10,12,11,15,12,27,3,11,23,11,15,20,17,0,3,25,17,4,17,26,16,1,0,22,5,23
727,16,13,20,21,9,14,18,13,8,12,3,26,8,1,29,28,12,21,22,27,13,4,10,13,13,22,12,2,19
730,16,4,10,18,7,16,19,8,8,6,2,27,9,12,4,13,5,15,23,13,5,13,12,7,14,14,0,19,2
731,16,12,14,18,11,20,22,22,10,10,4,18,11,25,8,11,25,3,15,5,2,23,15,11,11,1,24,4,0
732,16,29,29,28,10,19,29,28,13,25,8,4,13,21,21,19,13,16,9,9,17,10,17,6,10,15,22,7,2
733,16,17,20,19,8,17,20,17,9,29,0,29,4,0,29,29,15,12,4,28,16,2,14,15,12,25,26,20,22
734,16,5,20,4,5,11,16,12,0,1,20,24,4,11,12,10,4,11,25,19,5,14,25,7,1,0,0,27,23
735,16,23,25,21,8,25,7,6,15,20,4,15,12,23,16,4,29,4,16,28,28,21,8,23,1,1,14,0,9
738,16,28,27,27,12,24,19,25,6,24,2,24,7,13,17,21,13,19,12,10,19,8,11,11,20,16,0,8,0
739,16,27,20,1,4,21,25,0,23,26,24,8,14,22,19,20,12,16,6,7,18,12,8,7,25,14,18,6,10
740,16,18,23,20,8,20,19,17,13,16,8,16,7,15,3,22,16,18,18,25,13,1,26,25,7,23,21,17,22
741,16,28,28,26,9,11,18,28,0,7,6,18,13,16,11,3,7,2,24,19,4,14,18,3,11,14,22,25,22
742,16,8,17,15,9,16,17,13,12,10,6,20,9,7,5,17,16,10,11,22,11,4,16,6,15,21,8,0,1
743,16,27,24,0,6,18,26,3,5,25,26,7,14,0,29,29,18,20,9,6,15,16,27,26,0,18,19,4,10
746,16,5,14,14,9,14,19,19,4,7,6,19,10,7,11,10,14,19,21,9,11,9,17,3,13,21,21,23,24
747,16,27,27,25,11,19,13,15,5,17,4,17,12,25,14,3,25,4,14,12,0,26,14,2,12,1,16,10,4
748,16,28,27,27,11,24,19,25,6,25,1,26,6,12,18,20,13,18,9,11,19,8,11,11,20,15,1,0,1
749,16,12,10,12,10,11,22,10,3,10,25,10,25,13,3,25,15,18,20,24,15,4,17,2,11,22,15,3,20
750,16,15,25,23,9,11,17,6,10,9,0,28,9,10,3,15,9,16,22,20,8,9,15,12,10,19,1,13,3
751,16,12,7,13,14,18,19,27,5,14,7,22,10,27,16,4,23,5,11,0,0,27,6,20,21,4,10,11,8
754,16,14,7,15,15,13,5,5,0,10,19,10,5,23,10,8,26,11,29,28,27,24,13,0,6,5,15,0,19
755,16,26,25,21,9,26,4,7,16,23,5,13,11,15,20,12,3,8,11,17,26,17,23,14,3,7,24,20,2
756,16,13,22,22,11,17,4,14,2,7,6,20,12,17,13,15,5,7,23,15,5,15,15,5,11,12,15,1,19
757,16,28,27,27,12,24,19,25,6,24,2,24,7,13,17,21,13,19,12,10,19,8,11,11,20,16,0,8,0
758,16,15,7,9,8,21,23,1,21,13,27,0,17,11,11,27,18,11,4,21,16,4,4,0,27,21,17,1,20
759,16,13,20,22,12,15,29,29,2,7,5,21,11,22,14,19,0,11,13,5,28,18,15,6,11,8,12,3,4
762,16,5,13,14,7,14,16,8,9,9,1,27,9,8,3,17,11,22,24,27,10,5,11,10,14,21,2,11,24
763,16,24,26,24,8,29,3,1,19,11,4,20,12,8,8,6,11,3,6,17,12,8,15,8,14,21,26,8,0
764,17,21,3,6,24,21,1,20,0,27,2,11,8,5,27,29,5,23,5,25,22,10,21,17,15,18,15,13,14
765,17,29,29,29,27,2,9,28,3,15,26,25,4,3,9,2,11,22,19,15,4,5,20,7,17,25,4,15,4
766,17,4,6,1,3,25,0,26,11,21,19,5,14,3,2,27,16,27,19,20,11,0,2,7,14,27,11,7,9
767,17,21,28,27,0,9,18,6,13,21,26,19,7,23,29,29,25,12,4,25,23,17,19,10,11,10,16,11,13
770,17,5,26,26,28,3,10,18,2,5,4,26,13,3,20,0,8,21,21,16,4,3,16,14,20,26,2,21,5
771,17,2,0,28,0,1,6,13,0,22,1,18,12,28,2,16,23,22,16,23,6,1,18,15,14,26,8,8,12
772,17,11,6,1,3,19,3,3,13,15,20,1,15,4,4,26,19,27,13,22,13,0,0,7,27,27,15,5,10
773,17,20,6,0,3,25,3,15,0,23,17,1,15,29,0,24,19,25,4,25,17,0,0,22,27,27,16,9,11
774,17,9,0,14,0,13,0,27,11,25,12,4,13,0,29,28,11,28,23,22,8,0,17,6,11,27,2,6,25
775,17,29,29,29,25,6,2,24,2,19,6,28,27,21,29,28,28,7,19,11,4,16,20,13,16,0,20,13,22
778,17,17,24,23,27,7,12,1,26,27,0,28,9,28,1,29,0,1,25,14,13,18,17,8,1,8,14,16,17
779,17,26,28,28,24,10,20,22,12,28,20,4,16,11,1,21,23,2,0,27,0,26,14,7,2,6,16,13,17
780,17,24,5,8,25,26,4,26,14,28,5,3,9,4,25,29,14,27,10,24,20,2,12,19,21,25,13,9,15
781,17,17,28,28,26,25,0,2,26,12,7,17,13,29,29,22,0,11,19,2,24,22,19,17,14,1,16,4,12
782,17,18,24,24,25,11,1,24,5,16,1,26,14,18,4,13,23,3,23,6,14,27,12,20,21,7,13,5,10
783,17,19,4,4,0,18,3,9,0,15,20,0,15,24,0,28,19,28,17,16,13,0,4,0,13,27,11,15,17
786,17,8,24,25,28,6,3,25,3,0,24,15,15,10,16,11,27,1,20,15,4,16,17,18,24,9,17,9,12
787,17,19,6,1,3,22,1,21,0,27,9,5,13,3,26,28,10,24,7,21,19,3,2,22,25,24,17,6,13
788,17,15,8,8,1,15,1,25,8,17,20,1,15,0,27,25,15,28,19,19,10,0,10,7,13,27,10,7,17
